Rows	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80
btd_head	0.33	0.67	0.89	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
btd_head	0.713451	0.677215	0.647361	0.604322	0.569738	0.543714	0.526414	0.504103	0.492902	0.46829	0.457965	0.442628	0.430951	0.424086	0.417039	0.416689	0.403057	0.415496	0.404958	0.397416	0.39036	0.392891	0.389753	0.383942	0.387563	0.379756	0.37932	0.387717	0.380008	0.367265	0.355375	0.351929	0.349486	0.343983	0.333247	0.331364	0.322965	0.317245	0.314975	0.305318	0.301004	0.294943	0.290724	0.284242	0.281711	0.275373	0.275741	0.273201	0.270696	0.270779	0.264652	0.262057	0.263251	0.259379	0.26127	0.261229	0.263	0.264061	0.269173	0.271528
cnc_(+5)	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cnc_(+5)	0.285103	0.27603	0.268246	0.257062	0.24791	0.241334	0.237087	0.231423	0.229302	0.223104	0.22085	0.217559	0.214938	0.213919	0.213035	0.214349	0.211179	0.216487	0.214315	0.213343	0.212203	0.214678	0.215443	0.214609	0.217925	0.217002	0.219084	0.224355	0.223107	0.220129	0.217077	0.217545	0.218035	0.21778	0.214772	0.215624	0.213419	0.211936	0.212343	0.20979	0.208874	0.20728	0.206212	0.204343	0.203684	0.201257	0.202465	0.202154	0.201741	0.202309	0.199848	0.198786	0.19975	0.198387	0.199816	0.199711	0.200601	0.201037	0.20375	0.204899
D_(+4)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
D_(+4)	0.437163	0.421218	0.406817	0.386424	0.369551	0.358136	0.351063	0.341346	0.339062	0.328331	0.324893	0.319995	0.315782	0.315056	0.31452	0.318412	0.312679	0.324682	0.320868	0.319456	0.317424	0.322886	0.324403	0.322378	0.328542	0.325604	0.328463	0.337671	0.333685	0.326093	0.318653	0.318085	0.317814	0.315593	0.308385	0.308512	0.302911	0.299062	0.298412	0.291731	0.288879	0.284594	0.281611	0.276818	0.27497	0.269804	0.270758	0.269032	0.267234	0.267547	0.262356	0.260118	0.261347	0.258161	0.260085	0.260024	0.261659	0.262637	0.267365	0.269561
eve_1_ru	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eve_1_ru	0.292219	0.283597	0.277123	0.267171	0.259155	0.252015	0.246799	0.240337	0.235249	0.227804	0.223875	0.217817	0.21346	0.209675	0.205614	0.202738	0.198012	0.197744	0.193662	0.189783	0.186591	0.184437	0.181265	0.178778	0.176841	0.173612	0.17125	0.170398	0.167876	0.164338	0.161183	0.158994	0.157313	0.154759	0.151987	0.150303	0.14795	0.14632	0.144847	0.142069	0.14064	0.138846	0.137549	0.135705	0.134924	0.133545	0.132809	0.131752	0.13079	0.130423	0.129116	0.128573	0.128483	0.127483	0.127385	0.127389	0.127574	0.127693	0.128211	0.128453
eve_37ext_ru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eve_37ext_ru	0.23686	0.231215	0.225356	0.217539	0.210845	0.207077	0.20512	0.202083	0.20326	0.200193	0.20014	0.200431	0.200257	0.202298	0.204873	0.21014	0.209562	0.219489	0.220186	0.222895	0.224511	0.231883	0.237287	0.238691	0.247615	0.249732	0.25689	0.268817	0.269588	0.268315	0.266405	0.270819	0.27457	0.278078	0.275682	0.280258	0.278897	0.278044	0.281245	0.279812	0.280011	0.27928	0.27896	0.27771	0.27752	0.274186	0.278427	0.279666	0.280556	0.282806	0.279376	0.277952	0.280666	0.279251	0.28291	0.282528	0.284186	0.284825	0.29036	0.292632
eve_stripe2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eve_stripe2	0.241182	0.236202	0.232037	0.225755	0.220512	0.216299	0.213358	0.209506	0.207211	0.202672	0.200553	0.197277	0.194773	0.192954	0.190985	0.190098	0.187042	0.188345	0.185769	0.183539	0.18157	0.180955	0.179324	0.177688	0.177229	0.175116	0.174136	0.174681	0.172961	0.170256	0.167736	0.166463	0.165491	0.163796	0.161462	0.160502	0.158561	0.157229	0.15631	0.154003	0.152886	0.151398	0.150332	0.148749	0.148101	0.146747	0.146425	0.145633	0.144891	0.144721	0.143415	0.142865	0.142953	0.142029	0.142157	0.142106	0.142318	0.142392	0.143071	0.143323
eve_stripe4_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0
eve_stripe4_6	0.132012	0.130915	0.129993	0.128636	0.127515	0.126684	0.126145	0.125434	0.125182	0.124434	0.124189	0.123861	0.123605	0.123594	0.123645	0.124031	0.123783	0.124746	0.124669	0.124815	0.124887	0.125565	0.126043	0.126158	0.127069	0.127329	0.128154	0.129495	0.129758	0.129808	0.129755	0.130355	0.130856	0.131345	0.13121	0.131791	0.131744	0.131739	0.132159	0.132111	0.132202	0.132187	0.132198	0.132119	0.132121	0.131793	0.132282	0.132446	0.132564	0.132807	0.132461	0.132307	0.132592	0.132441	0.132751	0.13258	0.132583	0.132437	0.132763	0.132783
eve_stripe5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0
eve_stripe5	0.15725	0.155032	0.153282	0.15063	0.148462	0.146637	0.145344	0.143709	0.142623	0.140768	0.139884	0.138552	0.137578	0.136879	0.136165	0.1359	0.134856	0.13549	0.134694	0.134094	0.133567	0.133679	0.133453	0.13307	0.133351	0.132882	0.13296	0.133688	0.133298	0.132591	0.131914	0.131905	0.131937	0.131811	0.131194	0.131309	0.130844	0.13054	0.130583	0.130048	0.129859	0.129531	0.129311	0.128931	0.128799	0.128316	0.128556	0.128499	0.128425	0.128548	0.128065	0.127858	0.128059	0.127779	0.128015	0.127923	0.12802	0.128028	0.128497	0.128684
ftz_+3	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0
ftz_+3	0.288947	0.280017	0.27194	0.260528	0.251076	0.244745	0.240873	0.235537	0.234558	0.2288	0.227145	0.224914	0.222947	0.223134	0.223608	0.226832	0.224268	0.232467	0.231209	0.231682	0.231556	0.236562	0.2394	0.239284	0.245356	0.245275	0.249461	0.257947	0.256801	0.253549	0.250108	0.251899	0.25353	0.254527	0.251177	0.253546	0.251316	0.24982	0.251365	0.248849	0.248196	0.2467	0.24577	0.243876	0.243308	0.240185	0.242733	0.242959	0.242967	0.244226	0.241006	0.239609	0.241337	0.239788	0.24244	0.242481	0.24419	0.245281	0.250073	0.252355
gt_(-10)	1	1	1	0.89	0.67	0.33	0.11	0.11	0.33	0.67	0.89	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gt_(-10)	0.616028	0.585494	0.562124	0.527739	0.500362	0.476866	0.460112	0.439505	0.424225	0.401252	0.389594	0.371886	0.359307	0.348825	0.337735	0.330363	0.317298	0.31768	0.30673	0.296705	0.288494	0.283673	0.276126	0.270055	0.266131	0.258438	0.253402	0.252417	0.246397	0.237941	0.230485	0.22592	0.222487	0.217161	0.210867	0.207618	0.202442	0.198867	0.196052	0.19033	0.187523	0.18405	0.181616	0.178158	0.176759	0.173966	0.1732	0.171539	0.170008	0.16965	0.167013	0.165913	0.16606	0.164181	0.164465	0.164491	0.165092	0.165495	0.167164	0.167975
gt_(-1)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	0.89
gt_(-1)	0.161371	0.158782	0.156476	0.153194	0.150465	0.148611	0.147478	0.145934	0.145687	0.144085	0.143689	0.143215	0.142792	0.143063	0.143506	0.144852	0.144421	0.147338	0.147374	0.148046	0.148447	0.15062	0.152209	0.15262	0.155348	0.156013	0.158197	0.161743	0.161905	0.161467	0.160859	0.162117	0.1632	0.16427	0.163643	0.16508	0.164819	0.164663	0.165746	0.165517	0.165676	0.165586	0.165587	0.165342	0.165338	0.164405	0.165747	0.166178	0.166484	0.167149	0.166151	0.165707	0.1665	0.166142	0.167355	0.167374	0.168073	0.168522	0.170477	0.17141
gt_(-3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	0.89
gt_(-3)	0.212296	0.208112	0.204467	0.199152	0.19473	0.19149	0.189373	0.186543	0.185452	0.182284	0.181102	0.179387	0.17801	0.1775	0.177052	0.177799	0.176146	0.179112	0.178025	0.177573	0.176999	0.17839	0.178803	0.178328	0.180146	0.179619	0.18078	0.183746	0.183075	0.181366	0.17957	0.179747	0.179935	0.179615	0.177713	0.17801	0.176516	0.17549	0.175491	0.17364	0.172885	0.171671	0.170822	0.169399	0.168852	0.167203	0.16762	0.167122	0.16658	0.166721	0.16499	0.164227	0.164675	0.16361	0.164261	0.16415	0.164601	0.164771	0.166207	0.166767
h_15_ru	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0
h_15_ru	0.444786	0.426017	0.410339	0.387764	0.369495	0.355941	0.347038	0.335448	0.330275	0.31758	0.312595	0.305344	0.299733	0.297137	0.294715	0.296502	0.289965	0.299669	0.295126	0.29284	0.290328	0.294763	0.295876	0.293965	0.300178	0.298107	0.302214	0.31311	0.310836	0.305025	0.299016	0.300342	0.301668	0.301502	0.295506	0.297577	0.293167	0.290273	0.291322	0.286211	0.284491	0.281351	0.279259	0.275515	0.274219	0.269275	0.271862	0.271297	0.27052	0.271747	0.266723	0.264558	0.266588	0.263793	0.266529	0.265976	0.267415	0.267869	0.272985	0.274966
h_6_ru	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	0.89	0.67	0.33	0.11	0	0
h_6_ru	0.185398	0.182309	0.179404	0.175238	0.171693	0.169391	0.16799	0.165939	0.165693	0.163453	0.162885	0.162037	0.161252	0.161218	0.16133	0.162489	0.161359	0.164215	0.163449	0.163283	0.162941	0.164284	0.16487	0.16471	0.166623	0.166716	0.16827	0.171184	0.171139	0.170195	0.169081	0.169526	0.169899	0.169897	0.168592	0.168945	0.167846	0.167074	0.167046	0.165689	0.165147	0.164349	0.163822	0.162981	0.16272	0.161708	0.162369	0.162405	0.162459	0.162973	0.16211	0.161827	0.162455	0.161957	0.16256	0.162374	0.16257	0.162513	0.163434	0.163691
hb_anterior_actv	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hb_anterior_actv	0.211369	0.207573	0.204298	0.199435	0.195358	0.192222	0.190094	0.187269	0.185835	0.182528	0.181082	0.178877	0.177152	0.176072	0.174901	0.174647	0.172483	0.174055	0.172313	0.170931	0.169659	0.169702	0.168878	0.167798	0.167939	0.166466	0.166011	0.166857	0.165473	0.163298	0.161268	0.160449	0.159844	0.158697	0.156823	0.156277	0.154752	0.153694	0.15312	0.151305	0.150448	0.149279	0.14845	0.147195	0.146691	0.145527	0.145447	0.144887	0.144349	0.144299	0.143157	0.142674	0.142838	0.142074	0.142345	0.142348	0.142657	0.142849	0.143716	0.144115
hb_centr_&_post	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hb_centr_&_post	0.151682	0.149681	0.147737	0.145174	0.142987	0.14149	0.140573	0.139316	0.139142	0.137848	0.137541	0.137183	0.13687	0.137138	0.13755	0.138699	0.138365	0.140786	0.140824	0.141385	0.1417	0.143457	0.144729	0.145048	0.147217	0.14777	0.149571	0.152453	0.152714	0.152497	0.152111	0.15317	0.154047	0.154878	0.154372	0.155409	0.15514	0.154977	0.155732	0.155534	0.155657	0.155608	0.155625	0.155457	0.155471	0.154801	0.155814	0.156167	0.156443	0.157	0.156342	0.15609	0.156756	0.156549	0.157462	0.157463	0.157912	0.158121	0.15938	0.159881
h_stripe34_rev	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
